Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2024-04-01 00:00:00-04:00,59.634885068143674,60.07984470466132,59.2591377707334,59.32835388183594,13837600,0.0,0.0,WMT
2024-04-02 00:00:00-04:00,59.22947498449733,59.42723314712056,58.22089251273916,58.49775695800781,19510100,0.0,0.0,WMT
2024-04-03 00:00:00-04:00,58.715296633895626,58.83395228823424,58.28021961466198,58.76473617553711,14615100,0.0,0.0,WMT
2024-04-04 00:00:00-04:00,58.87350318332627,59.140481224394854,58.62630171255852,58.83395004272461,14436100,0.0,0.0,WMT
2024-04-05 00:00:00-04:00,58.88338981107999,59.36790635534364,58.82406387194227,59.180030822753906,10332300,0.0,0.0,WMT
2024-04-08 00:00:00-04:00,58.932827784197805,59.36790477694774,58.75484242752647,59.11081314086914,11070100,0.0,0.0,WMT
2024-04-09 00:00:00-04:00,59.199807160082834,59.29869001158162,58.636188108522624,59.120704650878906,10015900,0.0,0.0,WMT
2024-04-10 00:00:00-04:00,58.95260795831975,60.07984610482576,58.72518304911198,59.94141387939453,15097600,0.0,0.0,WMT
2024-04-11 00:00:00-04:00,60.069954843862455,60.20838705809044,59.39756657018802,59.41734313964844,10987600,0.0,0.0,WMT
2024-04-12 00:00:00-04:00,59.32834940445306,60.040290804344856,59.278909867681655,59.46678161621094,12278100,0.0,0.0,WMT
2024-04-15 00:00:00-04:00,59.832645495785144,60.02052103760198,59.239363443299546,59.25914001464844,10557200,0.0,0.0,WMT
2024-04-16 00:00:00-04:00,59.358014883920696,59.615106521202925,59.11081341760819,59.170143127441406,14726300,0.0,0.0,WMT
2024-04-17 00:00:00-04:00,59.47667604893999,59.753540492296224,58.903166819707636,58.98227310180664,15329700,0.0,0.0,WMT
2024-04-18 00:00:00-04:00,59.160260575912844,59.269026059688,58.557088355364236,58.59663772583008,12061500,0.0,0.0,WMT
2024-04-19 00:00:00-04:00,58.78451061929735,59.002045349046774,58.30988424712345,58.86361312866211,14160200,0.0,0.0,WMT
2024-04-22 00:00:00-04:00,58.89327620007189,59.723873242614026,58.37909671926058,59.46678161621094,14910000,0.0,0.0,WMT
2024-04-23 00:00:00-04:00,59.57555393968362,59.67443301833735,57.90447336966715,58.42853927612305,17963900,0.0,0.0,WMT
2024-04-24 00:00:00-04:00,58.31976959508605,59.3679051722411,58.15167440821889,59.199806213378906,18529100,0.0,0.0,WMT
2024-04-25 00:00:00-04:00,59.3777943176025,59.85242070317391,59.16025958171261,59.53600311279297,19263000,0.0,0.0,WMT
2024-04-26 00:00:00-04:00,59.43712509409769,59.7139895476375,59.328355838208395,59.48656463623047,11045200,0.0,0.0,WMT
2024-04-29 00:00:00-04:00,59.506336489677764,59.71398481336977,59.26902142546191,59.56566619873047,9785100,0.0,0.0,WMT
2024-04-30 00:00:00-04:00,59.526114237885515,59.62499331626937,58.49775522591524,58.68562698364258,14209200,0.0,0.0,WMT
2024-05-01 00:00:00-04:00,58.646076705224196,58.74495578207331,58.0626810990264,58.19122314453125,15464300,0.0,0.0,WMT
2024-05-02 00:00:00-04:00,58.28021827946125,59.219584637109534,57.92425132460063,59.04159927368164,17574100,0.0,0.0,WMT
2024-05-03 00:00:00-04:00,58.95260580542449,59.308576527530924,58.47797943328094,59.150367736816406,14207400,0.0,0.0,WMT
2024-05-06 00:00:00-04:00,59.32835203227411,59.32835203227411,58.72517984976012,59.199806213378906,11119400,0.0,0.0,WMT
2024-05-07 00:00:00-04:00,59.49645046051183,60.11939924694761,59.37779480614152,59.94141387939453,14520200,0.0,0.0,WMT
